"geonameid","hasuntuya_asciiname","hasuntuya_zh","hasuntuya_mn","sarala_asciiname","sarala_zh","sarala_mn","sarala_other","sarala_certainty.012","sarala_pinyin.compliant","sarala_notes","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon_sel","mon_grams","chn_sel","class","chn_grams"
8444642,"Wanbaoshan","y","n","Wanbaoshan","y","n","",1,"y","","Wanbaoshan","wanbaoshan","Wanbaoshan,wan bao shan,万宝山",48.53876,124.40217,"P","PPL",1,"nba",7,"Chinese","anb;aos;bao;han;osh;sha;wan"
8444643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongnuomin","dongnuomin","Dongnuomin,dong nuo min,东诺敏",48.31494,124.41779,"P","PPL",2,"gnu;nuo",6,"Chinese","don;min;ngn;omi;ong;uom"
8444644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yimin","yimin","Yimin,yi min,宜民",49.44398,124.95341,"P","PPL",0,"",3,"Chinese","imi;min;yim"
8444645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erzhan","erzhan","Erzhan,er zhan,二站",49.3072,124.79474,"P","PPL",1,"e",4,"Chinese","erz;han;rzh;zha"
8444646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quansheng","quansheng","Quansheng,quan sheng,全胜",49.3851,125.01462,"P","PPL",1,"e",8,"Chinese","ans;eng;hen;nsh;qu;qua;she;uan"
8444647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Samajie","samajie","Samajie,sa ma jie,萨玛街",49.40297,124.78167,"P","PPL",3,"ama;e;sam",6,"Chinese","aji;am;j;jie;ma;maj"
8444648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hetun","hetun","Hetun,he tun,何屯",49.22195,125.07052,"P","PPL",2,"e;tun",2,"Tie","etu;het"
8444649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhacai","zhacai","Zhacai,zha cai,扎菜",49.63463,124.36886,"P","PPL",0,"",4,"Chinese","aca;cai;hac;zha"
8444650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Youyi","youyi","Youyi,you yi,友谊",49.5991,124.42261,"P","PPL",0,"",3,"Chinese","ouy;uyi;you"
8444651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianjin","qianjin","Qianjin,qian jin,前进",49.22324,124.11372,"P","PPL",0,"",6,"Chinese","anj;ian;j;jin;nji;qia"
8444652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liutiaogou","liutiaogou","Liutiaogou,liu tiao gou,柳条沟",48.8117,124.20245,"P","PPL",2,"ogo;uti",6,"Chinese","aog;gou;iao;iut;liu;tia"
8444653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaoshan Tun","kaoshan tun","Kaoshan Tun,kao shan tun,靠山屯",48.64031,123.80127,"P","PPL",5," tu;an ;kao;n t;tun",4,"Mongolian","aos;han;osh;sha"
8444654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minjuchuan","minjuchuan","Minjuchuan,min ju chuan,民巨川",48.65912,124.19061,"P","PPL",1,"nju",8,"Chinese","chu;hua;inj;j;juc;min;uan;uch"
8444655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shancao Fanggou","shancao fanggou","Shancao Fanggou,shan cao fang gou,苫草房沟",48.61033,124.43829,"P","PPL",1," fa",11,"Chinese","anc;ang;cao;fan;ggo;gou;han;nca;ngg;o f;sha"
8444656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fumin","fumin","Fumin,fu min,富民",48.91763,124.20572,"P","PPL",0,"",3,"Chinese","fum;min;umi"
8444657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chulu Geqi","chulu geqi","Chulu Geqi,chu lu ge qi,初鲁格奇",48.79002,123.70049,"P","PPL",10," ge;e;eqi;geq;hul;lu;lu ;u g;ul;ulu",1,"Mongolian","chu"
8444658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qinghe","qinghe","Qinghe,qing he,庆和",49.42189,124.62744,"P","PPL",1,"e",4,"Chinese","ghe;ing;ngh;qin"
8444659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinhaliqian","xinhaliqian","Xinhaliqian,xin ha li qian,新哈力浅",49.57008,125.17296,"P","PPL",3,"hal;inh;nha",7,"Chinese","ali;ian;iqi;liq;qia;xi;xin"
8444660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jianshanzi","jianshanzi","Jianshanzi,jian shan zi,尖山子",49.30775,125.10079,"P","PPL",0,"",9,"Chinese","ans;anz;han;ian;j;jia;nsh;nzi;sha"
8444661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qian’an","qian'an","Qian'an,Qian’an,gan an,乾安",49.57135,124.55904,"P","PPL",0,"",2,"Chinese","ian;qia"
8444662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dajia Shan","dajia shan","Dajia Shan,da jia shan,大架山",49.00537,124.36016,"P","PPL",2," sh;a s",7,"Chinese","aji;daj;han;ia ;j;jia;sha"
8444663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fengshou","fengshou","Fengshou,feng shou,丰收",49.30537,124.10752,"P","PPL",2,"e;sho",5,"Chinese","eng;fen;gsh;hou;ngs"
8444664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinhongxing","xinhongxing","Xinhongxing,xin hong xing,新红星",49.61007,124.40515,"P","PPL",2,"inh;nho",7,"Chinese","gxi;hon;ing;ngx;ong;xi;xin"
8444665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ayanqian","ayanqian","Ayanqian,a yan qian,阿彦浅",48.76888,124.62168,"P","PPL",1,"aya",6,"Chinese","anq;ian;nqi;qia;ya;yan"
8444666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinkentun","xinkentun","Xinkentun,xin ken tun,新肯屯",48.64065,124.27153,"P","PPL",5,"e;ent;ink;ken;tun",5,"Tie","ke;nke;ntu;xi;xin"
8444667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fude Nantun","fude nantun","Fude Nantun,fu de nan tun,福德南屯",48.61513,123.95718,"P","PPL",6,"ant;de ;e;e n;tun;ude",4,"Mongolian"," na;fud;nan;ntu"
8444668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wanfa Xitun","wanfa xitun","Wanfa Xitun,wan fa xi tun,万发西屯",48.54084,123.98883,"P","PPL",2,"fa ;tun",8,"Chinese"," xi;a x;anf;itu;nfa;wan;xi;xit"
8444669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dadu Erben","dadu erben","Dadu Erben,da du er ben,大杜尔本",48.34702,124.36848,"P","PPL",8," er;ben;du;du ;e;erb;rbe;u e",2,"Mongolian","adu;dad"
8444670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huijiatun","huijiatun","Huijiatun,hui jia tun,惠家屯",48.4719,124.45567,"P","PPL",1,"tun",7,"Chinese","atu;hui;iat;iji;j;jia;uij"
8444671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaoyang","chaoyang","Chaoyang,chao yang,朝阳",49.73582,124.85212,"P","PPL",0,"",7,"Chinese","ang;aoy;cha;hao;oya;ya;yan"
8444672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chala Baqi","chala baqi","Chala Baqi,cha la ba qi,叉拉巴奇",49.35052,124.92716,"P","PPL",6," ba;a b;ala;baq;hal;la ",2,"Mongolian","aqi;cha"
8444673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiangtun Diwopeng","jiangtun diwopeng","Jiangtun Diwopeng,jiang tun de wo peng,蒋屯地窝棚",49.13558,125.11083,"P","PPL",4,"e;n d;tun;un ",13,"Chinese"," di;ang;diw;eng;gtu;ian;iwo;j;jia;ngt;ope;pen;wop"
8444674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongquan","dongquan","Dongquan,dong quan,东泉",49.30694,125.12772,"P","PPL",0,"",7,"Chinese","don;gqu;ngq;ong;qu;qua;uan"
8444675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gegentai","gegentai","Gegentai,ge gen tai,葛根台",49.42539,124.82262,"P","PPL",6,"e;ege;ent;geg;gen;nta",1,"Mongolian","tai"
8444676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daku Mu’er","daku mu'er","Daku Mu'er,Daku Mu’er,da ku mu er,大库木尔",48.83331,124.32905,"P","PPL",3," mu;e;u m",3,"Tie","aku;dak;ku "
8444677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaoku Mu’er","xiaoku mu'er","Xiaoku Mu'er,Xiaoku Mu’er,xiao ku mu er,小库木尔",48.76785,124.30663,"P","PPL",4," mu;e;oku;u m",5,"Chinese","aok;iao;ku ;xi;xia"
8444678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongtun","dongtun","Dongtun,dong tun,东屯",48.70073,123.9124,"P","PPL",1,"tun",4,"Chinese","don;gtu;ngt;ong"
8444679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bayin Bula’er","bayin bula'er","Bayin Bula'er,Bayin Bula’er,ba yin bu la er,巴音布拉尔",48.94384,123.91576,"P","PPL",8," bu;bay;bul;e;in ;n b;ul;ula",2,"Mongolian","ayi;yin"
8444680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongjiaqikou","dongjiaqikou","Dongjiaqikou,dong gu qi kou,东贾气口",48.7213,123.96659,"P","PPL",1,"qik",10,"Chinese","aqi;don;gji;iaq;iko;j;jia;kou;ngj;ong"
8444681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaohexi","xiaohexi","Xiaohexi,xiao he xi,小河西",48.6708,124.22481,"P","PPL",1,"e",7,"Chinese","aoh;exi;hex;iao;ohe;xi;xia"
8444682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongbeitun","dongbeitun","Dongbeitun,dong bei tun,东北屯",48.2829,124.48356,"P","PPL",2,"e;tun",7,"Chinese","bei;don;eit;gbe;itu;ngb;ong"
8444683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damoding","damoding","Damoding,da mo ding,大莫丁",48.43203,124.49521,"P","PPL",1,"mod",6,"Chinese","am;amo;dam;din;ing;odi"
8444684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quanxing","quanxing","Quanxing,quan xing,全兴",48.92131,124.26589,"P","PPL",0,"",8,"Chinese","anx;ing;nxi;qu;qua;uan;xi;xin"
8444685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qinglongshan","qinglongshan","Qinglongshan,qing long shan,青龙山",48.54323,124.04597,"P","PPL",0,"",10,"Chinese","glo;gsh;han;ing;lon;ngl;ngs;ong;qin;sha"
8444686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dajiucaigou","dajiucaigou","Dajiucaigou,da jiu cai gou,大韭菜沟",49.71987,125.21083,"P","PPL",0,"",10,"Chinese","aig;aji;cai;daj;gou;igo;iuc;j;jiu;uca"
8444687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kumo Erken","kumo erken","Kumo Erken,ku mo er ken,库莫尔肯",49.17556,124.59581,"P","PPL",8," er;e;erk;ken;kum;mo ;o e;rke",2,"Mongolian","ke;umo"
8444688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pingyang","pingyang","Pingyang,ping yang,平阳",49.35532,124.92678,"P","PPL",0,"",7,"Chinese","ang;gya;ing;ngy;pin;ya;yan"
8444689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yihali","yihali","Yihali,yi ha li,伊哈里",49.32506,125.03696,"P","PPL",2,"hal;yih",2,"Tie","ali;iha"
8444690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinbitai","xinbitai","Xinbitai,xin bi tai,新毕台",49.59316,125.11125,"P","PPL",1,"bit",6,"Chinese","inb;ita;nbi;tai;xi;xin"
8444691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guo’enbo Getuo","guo'enbo getuo","Guo'enbo Getuo,Guo’enbo Getuo,guo en bo ge tuo,郭恩博格托",49.10323,124.25469,"P","PPL",7," ge;bo ;e;enb;get;nbo;o g",3,"Mongolian","etu;guo;tuo"
8444692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ayanqian Wudui","ayanqian wudui","Ayanqian Wudui,a yan qian wu dui,阿彦浅五队",48.75368,124.55068,"P","PPLF",4,"an ;aya;du;udu",10,"Chinese"," wu;anq;dui;ian;n w;nqi;qia;wud;ya;yan"
8444693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qiankunmi Erti","qiankunmi erti","Qiankunmi Erti,qian kun mi er ti,前坤密尔提",48.84358,124.12844,"P","PPL",9," er;e;ert;i e;kun;mi ;nku;rti;unm",4,"Mongolian","ank;ian;nmi;qia"
8444694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donggouli","donggouli","Donggouli,dong gou li,东沟里",48.76553,124.19245,"P","PPL",1,"ul",7,"Chinese","don;ggo;gou;ngg;ong;oul;uli"
8444695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Changfa","changfa","Changfa,zhang fa,长发",48.63106,124.56924,"P","PPL",0,"",5,"Chinese","ang;cha;gfa;han;ngf"
8444696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yisi’er","yisi'er","Yisi'er,Yisi’er,yi si er,宜斯尔",48.90841,124.69226,"P","PPL",1,"e",2,"Chinese","isi;yis"
8444697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhonghuo Rili","zhonghuo rili","Zhonghuo Rili,zhong huo ri li,中霍日里",48.9989,124.71976,"P","PPL",4," ri;o r;ril;uo ",7,"Chinese","ghu;hon;huo;ili;ngh;ong;zho"
8444698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shuangquanzi","shuangquanzi","Shuangquanzi,shuang quan zi,双泉子",48.93679,123.99659,"P","PPL",0,"",10,"Chinese","ang;anz;gqu;hua;ngq;nzi;qu;qua;shu;uan"
8444699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xifumin","xifumin","Xifumin,xi fu min,西福民",48.6615,123.96837,"P","PPL",0,"",6,"Chinese","fum;ifu;min;umi;xi;xif"
8444700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ping’an","ping'an","Ping'an,Ping’an,ping an,平安",48.60649,123.78955,"P","PPL",0,"",2,"Chinese","ing;pin"
8444701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yongqiang","yongqiang","Yongqiang,yong qiang,永强",48.62398,124.374,"P","PPL",0,"",7,"Chinese","ang;gqi;ian;ngq;ong;qia;yon"
8444702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houxingshan","houxingshan","Houxingshan,hou xing shan,后兴山",48.51709,124.35957,"P","PPL",0,"",10,"Chinese","gsh;han;hou;ing;ngs;oux;sha;uxi;xi;xin"
8444703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donggang","donggang","Donggang,dong gang,东岗",49.53314,124.99166,"P","PPL",1,"gan",5,"Chinese","ang;don;gga;ngg;ong"
8444704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongwuru Gentala","dongwuru gentala","Dongwuru Gentala,dong wu ru gen ta la,东乌如根塔拉",49.52105,124.72653,"P","PPL",11," ge;ala;e;ent;gen;nta;ru ;tal;u g;ur;uru",5,"Mongolian","don;gwu;ngw;ong;wur"
8444705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shunyi","shunyi","Shunyi,shun yi,顺义",49.5191,124.89938,"P","PPL",1,"hun",3,"Chinese","nyi;shu;uny"
8444706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liutun Mawopeng","liutun mawopeng","Liutun Mawopeng,liu tun ma wo peng,柳屯马窝棚",49.15843,125.14717,"P","PPL",6," ma;e;n m;tun;un ;utu",9,"Chinese","awo;eng;iut;liu;ma;maw;ope;pen;wop"
8444707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yangmushan","yangmushan","Yangmushan,yang mu shan,杨木山",49.60961,124.95864,"P","PPL",1,"mus",8,"Chinese","ang;gmu;han;ngm;sha;ush;ya;yan"
8444708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qirumutai","qirumutai","Qirumutai,qi ru mu tai,奇如木台",49.43233,124.79038,"P","PPL",6,"iru;mut;qir;rum;umu;uta",1,"Mongolian","tai"
8444709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xingnong","xingnong","Xingnong,xing nong,兴农",49.35092,124.65058,"P","PPL",1,"gno",6,"Chinese","ing;ngn;non;ong;xi;xin"
8444710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiangtun","jiangtun","Jiangtun,jiang tun,蒋屯",49.24896,125.07345,"P","PPL",1,"tun",6,"Chinese","ang;gtu;ian;j;jia;ngt"
8444711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lapao","lapao","Lapao,la pao,拉抛",49.63759,125.11468,"P","PPL",2,"lap;pao",2,"Tie","ap;apa"
8444712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shanli","shanli","Shanli,shan li,山里",49.5156,124.33779,"P","PPL",0,"",4,"Chinese","anl;han;nli;sha"
8444713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zili","zili","Zili,zi li,自力",49.42567,124.47288,"P","PPL",0,"",2,"Chinese","ili;zil"
8444714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ete Zhade","ete zhade","Ete Zhade,e te zha de,额特扎德",49.04282,124.26946,"P","PPL",5,"e;ete;had;te;te ",4,"Mongolian"," zh;ade;e z;zha"
8444715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shuiquan","shuiquan","Shuiquan,shui quan,水泉",49.62613,124.38315,"P","PPL",0,"",7,"Chinese","hui;iqu;qu;qua;shu;uan;uiq"
8444716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duoxiqian","duoxiqian","Duoxiqian,duo xi qian,多西浅",48.66256,124.58424,"P","PPL",1,"du",8,"Chinese","duo;ian;iqi;oxi;qia;uox;xi;xiq"
8444717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianma Dengqian","qianma dengqian","Qianma Dengqian,qian ma deng qian,前马登浅",48.31156,124.50538,"P","PPL",5," de;a d;den;e;ma ",8,"Chinese","anm;eng;gqi;ian;ma;ngq;nma;qia"
8444718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dahaqian","dahaqian","Dahaqian,da ha qian,达哈浅",48.81489,123.83361,"P","PPL",2,"aha;haq",5,"Chinese","ah;aqi;dah;ian;qia"
8444719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yuanshanzi","yuanshanzi","Yuanshanzi,yuan shan zi,元山子",48.58131,124.28416,"P","PPL",0,"",8,"Chinese","ans;anz;han;nsh;nzi;sha;uan;yua"
8444720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanhetun","sanhetun","Sanhetun,san he tun,三合屯",48.37476,124.33717,"P","PPL",2,"e;tun",5,"Chinese","anh;etu;het;nhe;san"
8444721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bitai","bitai","Bitai,bi tai,毕台",48.37503,124.41867,"P","PPL",1,"bit",2,"Chinese","ita;tai"
8444722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heishanbei","heishanbei","Heishanbei,hei shan bei,黑山北",48.97626,123.97705,"P","PPL",1,"e",8,"Chinese","anb;bei;eis;han;hei;ish;nbe;sha"
8444723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nixi Konghai Lasong","nixi konghai lasong","Nixi Konghai Lasong,ni xi kong hai la song,尼西空海拉松",48.90577,123.7976,"P","PPL",5," ko; la;ai ;i k;las",12,"Chinese","aso;gha;hai;i l;ixi;kon;ngh;nix;ong;son;xi;xi "
8444724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanhe Wucun","sanhe wucun","Sanhe Wucun,san he wu cun,三合五村",49.60843,125.05502,"P","PPL",2,"e;he ",8,"Chinese"," wu;anh;cun;e w;nhe;san;ucu;wuc"
8444725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuinan","kuinan","Kuinan,kui nan,奎南",49.51216,124.58292,"P","PPL",1,"uin",3,"Chinese","ina;kui;nan"
8444726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boyintu","boyintu","Boyintu,bo yin tu,博音图",49.41992,124.58818,"P","PPL",1,"int",4,"Chinese","boy;ntu;oyi;yin"
8444727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhaluo","zhaluo","Zhaluo,zha luo,扎罗",49.13709,124.52601,"P","PPL",2,"hal;lu",3,"Chinese","alu;luo;zha"
8444728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shitou Hezi","shitou hezi","Shitou Hezi,shi tou he zi,石头河子",49.52908,125.19559,"P","PPL",3," he;e;u h",8,"Chinese"," h;ezi;hez;hit;ito;ou ;shi;tou"
8444729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halietu","halietu","Halietu,ha lie tu,哈列图",49.37485,125.22174,"P","PPL",2,"e;hal",4,"Chinese","ali;etu;iet;lie"
8444730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liutun","liutun","Liutun,liu tun,柳屯",49.23998,125.07357,"P","PPL",2,"tun;utu",2,"Tie","iut;liu"
8444731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lunan","lunan","Lunan,lu nan,路南",49.64278,124.40624,"P","PPL",2,"lu;lun",2,"Tie","nan;una"
8444732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tazhong","tazhong","Tazhong,ta zhong,塔中",49.05702,124.06327,"P","PPL",0,"",6,"Chinese","az;azh;hon;ong;taz;zho"
8444733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuru Qihe","kuru qihe","Kuru Qihe,ku ru qi he,库如奇河",49.0735,123.88787,"P","PPL",7,"e;kur;qih;ru ;u q;ur;uru",2,"Mongolian"," qi;ihe"
8444734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houguoni","houguoni","Houguoni,hou guo ni,后郭尼",48.70537,124.60562,"P","PPL",1,"oni",5,"Chinese","guo;hou;oug;ugu;uon"
8444735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shengxing","shengxing","Shengxing,sheng xing,胜兴",48.93215,124.26886,"P","PPL",1,"e",8,"Chinese","eng;gxi;hen;ing;ngx;she;xi;xin"
8444736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yuliang","yuliang","Yuliang,yu liang,余粮",48.91393,124.35685,"P","PPL",1,"ul",5,"Chinese","ang;ian;lia;uli;yul"
8444737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinken Erdui","xinken erdui","Xinken Erdui,xin ken er dui,新肯二队",48.88162,123.90976,"P","PPLF",8," er;du;e;en ;erd;ink;ken;n e",6,"Mongolian","dui;ke;nke;rdu;xi;xin"
8444738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinxing","xinxing","Xinxing,xin xing,新兴",48.88585,124.25357,"P","PPL",0,"",5,"Chinese","ing;inx;nxi;xi;xin"
8444739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xitaipingshan","xitaipingshan","Xitaipingshan,xi tai ping shan,西太平山",48.70678,123.79594,"P","PPL",0,"",12,"Chinese","aip;gsh;han;ing;ipi;ita;ngs;pin;sha;tai;xi;xit"
8444740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mo’erdeng","mo'erdeng","Mo'erdeng,Mo’erdeng,mo er deng,莫尔登",48.99264,123.78028,"P","PPL",4,"den;e;erd;rde",1,"Mongolian","eng"
8444741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuo’ersu","tuo'ersu","Tuo'ersu,Tuo’ersu,tuo er su,托尔苏",48.70467,124.34188,"P","PPL",3,"e;ers;rsu",1,"Mongolian","tuo"
8444742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jubaoshan","jubaoshan","Jubaoshan,ju bao shan,聚宝山",48.51608,124.43855,"P","PPL",2,"jub;uba",6,"Chinese","aos;bao;han;j;osh;sha"
8444743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinli","xinli","Xinli,xin li,新立",49.70614,124.75732,"P","PPL",0,"",4,"Chinese","inl;nli;xi;xin"
8444744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baqiansancun","baqiansancun","Baqiansancun,ba qian san cun,八千三村",49.5756,125.02088,"P","PPL",2,"baq;nsa",8,"Chinese","anc;ans;aqi;cun;ian;ncu;qia;san"
8444745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongshi Lazi","hongshi lazi","Hongshi Lazi,hong shi la zi,红石砬子",49.3701,124.90481,"P","PPL",2," la;hi ",9,"Chinese","az;azi;gsh;hon;i l;laz;ngs;ong;shi"
8444746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xing’anxi","xing'anxi","Xing'anxi,Xing’anxi,xing an xi,兴安西",49.51377,124.36918,"P","PPL",0,"",5,"Chinese","anx;ing;nxi;xi;xin"
8444747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xingbei","xingbei","Xingbei,xing bei,兴北",49.50883,124.3829,"P","PPL",1,"e",6,"Chinese","bei;gbe;ing;ngb;xi;xin"
8444748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tarong","tarong","Tarong,ta rong,塔荣",49.16081,124.11079,"P","PPL",2,"aro;tar",2,"Tie","ong;ron"
8444749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yebiqi Yidui","yebiqi yidui","Yebiqi Yidui,ye bi qi yi dui,也必奇一队",48.9082,124.52545,"P","PPLF",5,"biq;du;e;ebi;qi ",7,"Chinese"," yi;dui;i y;idu;iqi;yeb;yid"
8444750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xujia Fenfang","xujia fenfang","Xujia Fenfang,xu jia fen fang,徐家粉房",48.63432,124.53853,"P","PPL",2," fe;e",12,"Chinese","a f;ang;enf;fan;fen;ia ;j;jia;nfa;uji;xu;xuj"
8444751,"Yujia Wazi","y","n","Yujia Wazi","y","n","",1,"y","","Yujia Wazi","yujia wazi","Yujia Wazi,yu jia wa zi,于家洼子",48.62413,124.52275,"P","PPL",0,"",10,"Chinese"," wa;a w;az;azi;ia ;j;jia;uji;waz;yuj"
8444752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yaleng Kemao","yaleng kemao","Yaleng Kemao,ya leng ke mao,亚冷刻毛",48.74592,123.74121,"P","PPL",7,"ale;e;g k;kem;len;ng ;yal",7,"Tie"," ke;ema;eng;ke;ma;mao;ya"
8444753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinfumin","xinfumin","Xinfumin,xin fu min,新福民",48.70873,123.9393,"P","PPL",0,"",7,"Chinese","fum;inf;min;nfu;umi;xi;xin"
